encoded_feature,original_feature,mean_abs_shap,mean_signed_shap,std_shap
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&根据申请有条件开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅供生活困难农户查询自身数据情况时开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅供申报企业查询自身数据情况时开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅供申报单位查询自身填报的信息,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅供申请企业查询自身办理情况,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅供补贴主体核实信息,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅供驻村指导员查询自身数据情况时开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅允许对应企业根据企业名称和统一社会信用代码查询,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅农业农村部统一部署条件下使用,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅向种养殖主体开放其主体的对应数据,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅委办局间使用,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅供开展重点帮扶研究时使用，仅提供单次查询模式,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&需明确用途,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&需普陀区城运中心审批同意,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&需生态环境局审,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&需责任部门确认,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告;&&,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&仅委办局间使用,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&依申请开放，成果需模糊敏感信息,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&依申请，数据脱敏后可开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&有条件开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅注明数据来源，定期抽查数据使用情况;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告;&&对涉及野生动物保护事项作为其参考数据开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&需提供基本情况说明、数据用途、使用期限及获取方式等信息，具备数据安全管理能力，经过申请流程批准后可开放。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&面向社会开放，使用方需根据实际需要提出申请,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅注明数据来源，定期抽查数据使用情况;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依申请开放清单,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅注明数据来源，定期抽查数据使用情况;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&提出开放申请，说明用途，审核通过后允许开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅注明数据来源，定期抽查数据使用情况;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景;注明数据来源，定期抽查数据使用情况;&&依申请开放清单,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅注明数据来源，定期抽查数据使用情况;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景;注明数据来源，定期抽查数据使用情况;&&对涉及政府精细化管理、数字化转型相关事项开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅注明数据来源，定期抽查数据使用情况;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景;注明数据来源，定期抽查数据使用情况;&&对科学研究、咨询报告、业务支撑等开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅注明数据来源，定期抽查数据使用情况;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景;注明数据来源，定期抽查数据使用情况;&&有基础的数据安全保护能力，可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅注明数据来源，定期抽查数据使用情况;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有基础的数据安全保护能力;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景;注明数据来源，定期抽查数据使用情况;&&用于科学研究、咨询报告和业务支撑应用场景,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅注明数据来源，定期抽查数据使用情况;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告;&&,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅注明数据来源，定期抽查数据使用情况;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告;&&1）数据利用主体需有基础的数据安全保护能力，需提供数据安全保护负责人和联系方式，有数据安全和隐私保护制度(有等保2级以上，ISO27000认证，或满足同等要求的数据安全保护体系、相关制度规范)。数据利用主体需提供数据查询委托函及申请表并注明应用场景，应用场景不得用于个人敏感信息挖掘。数据利用主体需配合定期抽查数据使用情况，形成成果反馈。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&用于医疗保障和卫生健康部门医疗、医保、医药行业管理,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依申请公开,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依申请可开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依申请同意后公开,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依申请开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依申请开放，成果需模糊敏感信息,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依行业主管部门要求开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&农业科研机构开展调研应用,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&农业科研部门开展农业经济调研研究中应用,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&含个人敏感信息，仅向当事人开放（依据《中华人民共和国个人信息保护法》第二十五条规定），全量字段开放。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&国家级科技企业孵化器在孵企业数据（字段：企业名称、所在孵化器名称、入驻年份、更新时间）开放条件：有基础数据安全保护能力；不能用于挖掘企业敏感信息，不对个人及企业开放；注明使用用途（主要用于政府部门政策兑现、业务支撑等场景）；注明数据来源，定期抽查数据使用情况。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅对农机手身份证号和姓名匹配的人员本人开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&审核开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&对接区城运中心和市殡葬管理处人流量统计系统，加密传输,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&开放条件按市市司法局统一要求执行,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&必须向本局提交申请函,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&按1社会开放、2政府部门之间、3行业数据的有条件共享,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&按照业务实际需求情况，有条件开发,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&按申请场景开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&按需申请,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&提供单次查询服务，开放字段：申农码编码、主体名称、发码日期。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&数据利用主体需有等保2级以上，ISO27000等认证，具有基础的数据安全保护能力，并提供个人数据使用授权书，应用场景不得向他人提供敏感信息的查询，需配合实时日志反馈，定期提交利用报告，应当注明数据使用来源。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&数据权属单位审批,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&审核场景后开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅对监测主体法人代表身份证号和姓名匹配的人员本人开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅对被执法主体法人代表身份证号和姓名匹配的人员本人开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅对评分主体法人代表身份证号和姓名匹配的人员本人开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅对该主体法人代表身份证号和姓名匹配的人员本人开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅对身份证号和姓名匹配的人员本人开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅开放给实名认证用户,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅用于港西镇域组织工作参考,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅限集体经济相关工作场景使用 ，开放字段：吊销原因、吊销日期。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅限集体经济相关工作场景使用，开放字段：变更事项、变更日期。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅限集体经济相关工作场景使用，开放字段：注销机关、注销原因、注销日期。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&依主管部门审核后开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单个统一社会信用代码为查询条件进行开放，开放字段：统一社会信用代码、企业名称、种子销售量。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单个统一社会信用代码为查询条件进行开放，开放字段：统一社会信用代码、企业名称、种畜（禽）出栏量。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单条接口调用形式开放,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单条接口调用形式开放，开放字段：经营主体、服务中心主体、服务站。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单条接口调用形式返回，开放农机出厂编号、农机类别,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单条接口调用形式返回，开放字段：品种名称、品种来源、更新时间。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单次查询模式，以接口形式提供近一年内主体查询服务,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单次查询模式，以接口形式提供近一年内主体查询服务。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单次查询模式，以接口形式提供近一年内主体查询服务，开放字段巡检类型、检测时间、检测结果。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单次查询模式，以接口形式提供近一年内主体查询服务，开放字段：分区名称、菜田面积、在田面积、监测时间。,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&以单次查询模式，以接口形式提供近一年内回收点查询服务,开放条件,0.0,0.0,0.0
cat__开放条件_有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;&&仅限集体经济相关工作场景使用，开放字段：集体经济组织名称、乡镇街道、有效期自、统一社会信用代码、成立日期、法定代表人。,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&需明确需求，提交申请。,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力;不得用于挖掘个人敏感信息；注明数据来源，定期抽查数据使用情况;有较完善的数据安全保护体系；仅注明数据来源，定期抽查数据使用情况；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景，不得针对具体组织对外发布新闻等信息;有较完善的数据安全保护体系;仅可用于主管部门授权的场景;注明数据来源，实时日志反馈，定期提交利用报告；&&面向社会开放，使用方需根据实际需要提出申请,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景;注明数据来源，定期抽查数据使用情况;&&依申请开放清单,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景;注明数据来源，定期抽查数据使用情况;&&向有关部门进行申请,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景;注明数据来源，定期抽查数据使用情况;&&向部门申请,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力;可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景;注明数据来源，定期抽查数据使用情况;申请上海市公安局有条件开放数据需填写《上海市公安局数据开放申请信息表》，并按要求如实填写提交。申请信息表下载链接如下：https://data.sh.gov.cn/assets/data/上海市公安局数据开放申请信息表.pdf;&&,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&不对个人或企业开放，仅供科研机构或大专院校研究使用；有较完善的数据安全保护体系；得用于挖掘个人敏感信息；仅注明数据来源，定期抽查数据使用情况；不得对第三方公开数据；需注明用途或相关事由,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&业务单位提出申请，并列明具体数据用途，经审核后开放。,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅供“一网统管”相关业务条线数据赋能申请使用,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅供“一网通办”相关业务条线数据赋能申请使用,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&需数据责任部门审批同意,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅供农作物秸秆综合利用主体复核信息使用,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅供参与物资规划储备、调拨使用相关社会面工作的相关单位申请,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅供参与防汛社会面工作的相关单位申请。,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅供申报企业查询自身数据情况时开放，开放字段：企业名称、数量、时间、统一社会信用代码。,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅供黄浦区就促中心开展档案查询业务时使用,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅向本市政府部门、企事业单位及其他法人 、非法人组织和团体开放,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅委办局间使用,开放条件,0.0,0.0,0.0
cat__开放条件_有基础的数据安全保护能力；可在自身业务范围内进行科学研究、咨询报告、业务支撑等场景；注明数据来源，定期抽查数据使用情况;&&仅对农机手身份证号和姓名匹配的人员本人开放,开放条件,0.0,0.0,0.0
